==== Start of Transcript: Personal Brand Coaching Week 8 ====

Coaching Week 8 - 

[00:00:00] Sue Bryce | Hi, everyone. Sarah said
[01:28:51] Sue Bryce | And how do I feel about it? That's it. What am I focused on and how do I feel about it? Now you go talk to anybody that's a millionaire, billionaire, anybody who's successful in business and say, if you would wake up back then, in the beginning and say, did you ever wake up and say, what am I focused on and how do I feel about it and get them to tell you exactly the moment where they knew they were valuable? They knew they'd created something good.

[01:29:19] Sue Bryce | They felt connected to it, and they started selling it. Whether it's time, service, digital product, anything, and they love it so much. They sell it without selling. Because I don't have to sell this. I love this.

[01:29:34] Sue Bryce | I embody this. I am this. That's it. That's the magic right there. So every day, you just get up and ask, what am I folks done and how do I feel about it?

[01:29:48] Sue Bryce | And if it's debt and terror, stay in bed. Stay in bed and keep work working on it, but it's your head. It's your voice. It's your thoughts, and it's your responses. That's it.

[01:30:00] Sue Bryce | What am I focused on, and what am I gonna do about it today? And then hit that list. Go through that slide until you like done that. Done that one. Done that one.

[01:30:11] Sue Bryce | Avoiding this right now. So I'm gonna put it over here. Pull that slide out. Put it in a folder that is something I don't wanna face today, or this is what I'm avoiding right now, and then get an accountability partner that's done this workshop and go to them, and they go, I've got 8 slides in my avoidant, do you wanna do an accountability? Cause I just wanna pull one out and just say, okay.

[01:30:35] Sue Bryce | I'm just gonna like this one. Oh, this one. I'm a bit stuck here. But again, until you can tell me what is the problem I'm solving for your brand, what is the problem I'm solving for your product? What is the problem I'm solving for your selling?

[01:30:49] Sue Bryce | What is the problem I'm solving in your marketing? What is the problem I need to solve for your business? What is the problem I need to solve for you personally until you can work that out and tell me I can't solve any of it. And I don't know that it ever could anyway because it's about you solving it, so that's the cool part about this, is it's really about you working it out. And that's it.

[01:31:12] Sue Bryce | Actionable, quantifiable step Every day, I actively participate in the success of my income and my business, and I do that even if I'm just trying to get out of my own way. Hit me with some questions, and then we'll wrap this up.

[01:31:29] Host | There's no questions so far, but I would love to just send it out there to everybody, in the chat and in our audience that you will keep access to the community and to the course page and that today's PDFs will be available to you in a couple of days. So if you have any

[01:31:43] Sue Bryce | questions the community?

[01:31:45] Host | Yeah. Anybody have any questions in here?

[01:31:50] Sue Bryce | Anybody wanna ask a question in here while these guys are typing? And if they don't have any questions, I'm happy to wind it up. Sue, can you share? Your menopause story. I was in transition of my business fell apart.

[01:32:01] Sue Bryce | Anybody who's coming up menopause, anybody who is, like, if you're in the mid forties or if you're being forced into menopause with a hysterectomy or chemotherapy or anything like that. I just have to say that pairing menopause, the 8 years, I was not prepared for it. I didn't know it was gonna happen. I knew menopause was coming eventually, but I didn't think it was a thing like it is now. And I struggled.

[01:32:26] Sue Bryce | I really, really struggled. I wanted to set fire to my business and burn it all down, and I I got very close to doing so. So I just like to acknowledge now online so much incredible information. My favorite follow on Instagram is Doctor. Mary, Claire, and she's now got 2,000,000 followers in a year.

[01:32:49] Sue Bryce | And she's so extraordinary with information, but One of the things that I think that has blown me away about all this menopause conversation is we've never talked about it because we're women, and nobody wants to talk about menopause. But I for I'm going to do a podcast for the doctor in New Zealand who has written a dissertation on powerful women's CEOs that lose their careers during, menopause, and she's been interviewing all these women doing it. And I just didn't realize it was such a big thing. We're talking about hormones ultimately, and, you know, we have different hormones than men, and they don't, you know, the reason they don't study menopause is because it only happens to women. So, obviously, we didn't know enough about it.

[01:33:37] Sue Bryce | Now we know everything about it. You need a good doctor and you need to go and get help. I'm regulated on hormone therapy. It's not, you know, everyone's got different choice, but when you follow Doctor. Mary Claire, information is amazing.

[01:33:49] Sue Bryce | And I just have to say, give yourself a whole lot of grace because more women commit suicide between 4555 than any other demographic, which is menopause. It

[01:34:03] Sue Bryce | is

[01:34:04] Sue Bryce | so heartbreaking. Like, I was having anxiety attacks. Never had anxiety in my life, and I was I heard myself say to someone I have anxiety like I caught it on the toilet seat. And I was not coping. I had brain fog, like, and I couldn't sleep, hot flashes.

[01:34:27] Sue Bryce | I don't want anyone to touch me. I I felt physically violent. Like, if somebody touched my back at a conference, I would jolt like somebody had punched me or hit me in the back of the head. I I would had a very, like, reactive response to touch. I didn't want I couldn't cope with any stress.

[01:34:47] Sue Bryce | Like, before I was gonna go on stage, if somebody asked me a question, I'd be like, you can't ask me a question right now. I was melting down to my staff, to my in front of my clients, and I didn't wanna be in my body. And I feel like I have neurodiversity, so that compounds it. So I got help. I got a brand coach, Jen, and I got HRT.

[01:35:11] Sue Bryce | I take a compound every day. I got my life back, my body back, my energy back, my brain back, and my marriage back, and my business back. And I would've lost it all all of it. In fact, I was yeah. It was fast on the way there.

[01:35:32] Sue Bryce | So, get help. You don't have to suffer through this alone. This is literally your hormones, and it will turn you into a crazy person. You put on weight. You hate your body.

[01:35:44] Sue Bryce | Your hair falls out. I lost 70% of my hair. I didn't cut my hair. I took my extensions out. And there was so much identity around that because I've had WaistLink peer my whole life.

[01:35:55] Sue Bryce | So I, I was really lucky instead of burning my business down at the height of menopause, somebody bought it. And that was a kind of luck that you are very, very grateful for. So, yeah, it is a tough time. Don't do it alone and and you can do it. Yeah.

[01:36:20] Host | Tell us what are you looking forward to now?

[01:36:22] Sue Bryce | Oh, speak, the workshop, already started writing. I've spent the last week writing that. I love watching people start moving and you know, building stuff. And so I get really excited in the next 6 months because people start coming back to the group going, this is what I've made, this is what I've created. That always thrills me.

[01:36:41] Sue Bryce | More in person workshops, having these guys here, because you guys are out there. You're just a little camera at the back of the room and a chat down here. Like, it's hard. Some tie I have to talk and read at the same time, and sometimes you guys talk amongst yourselves. It's really confusing for me because I can see the chat rolling, and I'm like, reading and talking.

[01:36:59] Sue Bryce | And then I'm like, oh, no. You're just answering her question. Okay. And so, like, you know, that's all very much, like, in the mind, but, having these people back in this room made me realize how much I love doing in person workshops, and I don't believe speak can be done online. I think it's an in person speaker workshop.

[01:37:19] Sue Bryce | You have to be standing on the stage, and I have to be sitting down there watching you. So I'm really enjoying I'm gonna enjoy going back to in person workshops this year.

[01:37:27] Host | There are a few questions about speak.

[01:37:29] Sue Bryce | Yes. Well, that you can text, Jen, email Jen, at team@subross.com and ask for the application. She's only just back this week. So who and I were talking yesterday, and she's gonna finish it next week, but we've already received emails. So it is an application.

[01:37:45] Sue Bryce | You have to apply for it because it will sell out really quickly that one, and then there'll be a waiting list.

[01:37:52] Host | Do you think it's possible to completely skip the step of the stinky vase? And go directly to sharing what you do and what you love. Yeah.

[01:38:00] Sue Bryce | Do you have a problem asking for money? Answer that. Do you have a problem asking for money? Do you love the product that you sell? Is it priced with a margin that you'll actually make money?

[01:38:11] Sue Bryce | Because not everyone's stinky. Stinky is guilt and shame, and usually the guilt and shame comes from mom and dad, right? Cause you grew up stinky, I grew up stinky. So my parents were broke. So I was inevitably stinky.

[01:38:25] Sue Bryce | I didn't talk like a rich kid or act like one because I didn't have money. So, I had to go through this stinky phase because I literally was thinking. Now I've got a lot of friends that grew up with money and they can't sell. Because it wasn't their money. Their dad made it.

[01:38:44] Sue Bryce | So they don't have the value, or they can't, you know, so it's like, it's really interesting. Money is it. Can you skip that phase? Yeah. If you're not stinky, I would tell you if you could skip this phase or not.

[01:38:56] Sue Bryce | Do you currently have any problem asking for money and do you have savings in your bank account personal, not your partner's savings? And if the answer is yes, then I'd be like, yeah, you can skip the stinky stage. Yeah. That's you don't wanna be stinky, but inevitably we are.

[01:39:15] Host | If you have 2 loves, photography and baking, would you suggest that they stay under 2 different brands, or is there a way to maybe blend the different things that you

[01:39:25] Sue Bryce | To me, a personal brand, you're the brand. You can be a baker and a photographer and look at the beautiful photographs you take of your own baking. But if you feel like you can't communicate that from you being the center of the brand, then you're not really a personal brand. You're saying I'm super Bryce photographer or I'm super Bryce, donutmaker. You're you're not saying I'm just super Bryce.

[01:39:55] Sue Bryce | Does that make sense? So, like, I am personal brand now. I'm super biased. I make cookies, and I also do this. The brand is about me, but if you make the brand about Subrice as a photographer, you've made it about you and what you do instead of just about you.

[01:40:15] Sue Bryce | So consider that. I always used to say if I opened a website and Subrice was front and center and then I said, for recipes or for photographers, I would choose which adventure I was gonna go on, wouldn't you? But I mean, people don't see it like that. The answer to that is make the personal brand the strongest part. Not what you do.

[01:40:37] Sue Bryce | It's just the second part.

[01:40:40] Host | Ah, I love that.

[01:40:41] Sue Bryce | Yeah.

[01:40:42] Host | We talk about feelings and emotions. Can you briefly explain your perspective and what is the difference between the 2?

[01:40:48] Sue Bryce | Oh, yes. Emotions. So, A feeling is something that comes up. Right? And emotion is something that's deep in there.

[01:40:59] Sue Bryce | That's how look at it like this. A feeling is, like, sadness is undering, but the feeling can be anxiety, but it can come from sadness. So emotions are the core. You don't shift emotions. You shift feelings.

[01:41:16] Sue Bryce | And so emotions are those the big core ones. And you can actually Google the difference between emotions and feelings and then Google all the emotions and then the feelings that come from all those emotions because each emotion has, like, 30 feelings. And it's not until you get to the feeling well. If people are struggling to communicate their feelings, what they're feeling, because here's the thing, you don't say, I'm feeling sad do you? Sad is an emotion.

[01:41:49] Sue Bryce | So you say, I'm feeling blah blah blah blah blah blah, and that sounds like sadness. That's how you get there. So there's a wheel of feeling emotions at the at the base. The emotion is the core emotion So anger comes from sadness. Sadness is the core sadness.

[01:42:06] Sue Bryce | And if you get to anger, which is right out here and go through all the words, the core emotion is sadness. And it's, powerlessness. And then you go through all the feelings to get to the core emotion, and then there's a base core emotions at the bottom. And I think that's our childhood filter. If you get to it, we're seeing and hearing everything through a filter of our childhood, So to me, the base emotion is the filter of your childhood.

[01:42:34] Sue Bryce | Like if there's trauma there or sadness there, that's the base of your emotion, and all the feelings around how you interact with people comes from that place.

[01:42:45] Host | I love that. So aside from feeling just so sad next Thursday at noon, when we normally meet, there are some questions in the room on what are you going to do with this VIP time for not meeting?

[01:42:57] Sue Bryce | Okay. Funny. She said it because I looked at my diary next week, and the first thing I did was saw Thursday was empty and went, ah, and then I was like, because time is so valuable to me. And I wanna take all the time to create because I love creating, and that's where I wanna be. I wanna create, create, create.

[01:43:20] Sue Bryce | So to me, I actually wrote, I wonder if Jen wants to spend, the afternoon with me creating the application for speech so I can get that finished and launch it that day. So I actually wrote that for next Thursday because I figured that I would like really wanna get that out. And I've already started writing more content around that. So I want to keep developing content, but I need to develop content that people need and interact with and that they know works, and I'll just keep developing it. So what to me creating a group of people Ultimately, when you're a content curator, I see every group that I create as a beta test because I'm like, I'm watching the group more than than you're learning from me, but I'm learning from you so much.

[01:44:09] Sue Bryce | And the more you start working through this content, the more I learn, and the more the content develops for me. So I get so like, my creative vortex is insane from now. And, like, today, we're gonna leave and we're gonna go somewhere for a little rat party, and I asked everyone in the room to tell me what steps they're gonna be taking next. And I was like, I'm gonna get so much from that. And then the questions I get in the group is incredible to me.

[01:44:39] Sue Bryce | It changes everything for me. So I just wanna keep developing the content so that I can keep making it better and and then then, oh, no. That's what people need. That's what people need. That's what people need.

[01:44:49] Sue Bryce | Like, that's the thrill.

[01:44:50] Host | If you're building your personal brand and you're really struggling with how to get images of you, how do you suggest you really push past that? What do I put a picture of and how do I showcase myself and my brand? How do you creatively get past that?

[01:45:04] Sue Bryce | You've gotta go to a professional photographer, and, you know, I know a lot of them.

[01:45:11] Sue Bryce | One

[01:45:11] Sue Bryce | of the things that you need to do is go to subras.com, and I and Jen will be able to tell us Jin, on subroze.com, I think it's on the work with me page at the bottom. You can download a registrar of personal branding photographers all around the world and there's 100 of photographers on there with their websites, their names, and their addresses, and they're all accredited photographers. But what is the most authentic version of you that tell you wanna show up in that photograph? So pick somebody that matches what you aspire to be in that visual. And then yeah.

[01:45:49] Host | How do you get past the point when you have so many ideas in your head and you don't know where to start or which one to chase first

[01:45:54] Sue Bryce | Okay. So so many ideas in your head is, avoidance. Yeah. Because you're still not doing anything. And if you have so many ideas, then you're talking about it a lot, but you're not activating it with your heart.

[01:46:19] Sue Bryce | So remember, I know what I want, I have a clear vision, I speak it out, I heart activated, I take action. Those are the 5 steps to doing anything. So if it's I have a vision, I have a vision, I have a vision, I have a vision. That's not. I have a vision.

[01:46:37] Sue Bryce | I'm speaking it out. I'm activating the heart I'm taking action that I have an idea. I have an idea. I have an idea. That's nice.

[01:46:46] Sue Bryce | Why don't you try and create an idea that's for you? And it's something you want. That's when you lock into it and you're like, this is for me. This is what I want, and then I activate that. And also when people say, a lot of people would say to me, the problem is as I just have so many choices and I don't know which one to follow.

[01:47:08] Sue Bryce | I was like, yeah, we all have so many parts of success just open to us that we can pick and choose anyone we want. It's not what's happening. You've got to activate something. You've got to choose something and activate it. And if you can't choose it, then you have to ask why.

[01:47:30] Host | How would you show empowerment through portraits and marketing if that's your service and brand?

[01:47:36] Sue Bryce | Oh, smiling?

[01:47:39] Sue Bryce | Sick. Confidence. Physical confidence and connection. Yeah. Like, to me, that's that's what I would be like,

[01:47:41] Sue Bryce | I contact fully the most authentic, nice, close shot, just just for you. Like, be the most authentic version of you in everything you do.

[01:48:04] Host | A couple of great comments and testimonials. I just love how much you discuss emotional distress and describe tangible manifestations in such a way that we can get through our clarity and really come into our mindset power. Love that.

[01:48:18] Sue Bryce | Yay.

[01:48:19] Host | Another one. Hey, Sue. I have followed you every step of the way, and I'm so proud of myself and created incredible products. And I just wanna say thank you.

[01:48:27] Sue Bryce | That's so cool. I want you to be proud of yourself. It's very little point you're being proud of me. You chose me as a mentor so that you could create under this space, and nothing gives me more satisfaction than watching people create in this space. Like, truly, action for me is, like, It's the most exciting part.

[01:48:49] Sue Bryce | Yeah. Well, so thank you. I want you to take action with those those steps, and I need to know some more. So I'm gonna put out a big survey in the next week, And in the survey, there's gonna be lots in there because you know how I write my survey. So I'm gonna make sure that I put a survey out to you.

[01:49:09] Sue Bryce | I do like that group there being there to ask questions and to share. So make sure you share in that group. There were some personal messages in there. You can message me directly in that group. If you don't want to write what you're going to write in publicly, the thing is about writing it publicly is other people get to read it, but it really makes no difference to me whether I answer it.

[01:49:31] Sue Bryce | Sometimes if I answer a question that I think I could have answered that publicly and it would have helped a lot of people, that's fine. I will sometimes take that answer. Out of the private message and go and create a post and say, hey, guys, I was just chatting with a couple of, students, and this is what came up. And I will bring the answer out. So, you know, that doesn't bother me so much anymore.

[01:49:55] Sue Bryce | Is just watching how it unfolds, and I'm super excited as to watching people start to really, like, build their brands and create more content and step up. And I wanna know what parts you get stuck on and what parts may be because that's the most interesting part to me. Yeah. So a big thank you to tailored media, to Callan, and to Sierra, our crew, because They are here always behind all the cameras making this awesome. A huge thank you to my online right hand, Jen.

[01:50:26] Sue Bryce | I love you Jen. I'm glad you're back. A huge thank you to Melissa June, my host. We were born on the same day. I'm twenty years older, but that makes us the same Chinese style sign as well.

[01:50:37] Sue Bryce | So I'm and Angelina Jolley and Mark Wardluk, you know, so we're special. And a really big thank you to all of you. So I need you to just sit for one moment and ask yourself this one question. Like, aside from what your children are gonna watch you become, and I always love that quote, like, don't expect your children to be more than what you've allowed for yourself. That Carl Young said the most impact on a human being is the unlive life of a parent.

[01:51:20] Sue Bryce | I was like, when I started this, I did everything in my power, not to call this business my name, I had I put beautiful people in front of me, business partner, I gave half my business away, and she was a pretty face that was more confident than me, and I put her in front of me because who was I? Who was I to be successful? And I think back to that, and I didn't have an education, and I didn't have any clue with money, and I didn't have any self value, and I learned it All of it. I learned how to run a business. I learned how to sell from my margin.

[01:52:03] Sue Bryce | I learned how to make money while I sleep. I learned how to grow a team that is a family. That will literally die for you to work with you and be with you. And and I learned that my authentic rough guts self is more likable than anything I could have ever put as a facade I learned that telling people I was poor and uneducated was like my Swan song. And the more I evolved myself, as a person in a business, the more following I got.

[01:52:43] Sue Bryce | Not the more I talked about it, not the more I gave, not the more I did for others, the more I did for myself, and there was a period of time about halfway through SBE where I stopped evolving. I stopped evolving as a photographer, and I stopped evolving as an educator, and I I was getting angry when my students were coming and asking the same dumb questions. And I was menopause on, I was just not in a good place, and there was a time there where I was just like, I'm done with this, and my following drop to, like, 6000 members. And I knew it was dropping, and I couldn't find the energy to reconnect to it, and I couldn't find anything. And I turned around and I said to my husband one day, why did people follow me?

[01:53:33] Sue Bryce | And he goes, well, they love you and they and I was like, no. Why did they follow me? Why me? I'm like, why me? I don't have an education.

[01:53:44] Sue Bryce | I'm not special. Why do they follow me? And and I just stood there and I was like, because I did it. I fucking did it and I continue to do it every day. I get up and I walk what I want.

[01:54:01] Sue Bryce | I walk towards what I want. And I did it and you saw me do it and you said if she can do it, I can do it and that's the answer to it. I was like, that was it. I have to keep moving because if I keep evolving, they just keep following because they're just like, holy. She's a juggernaut.

[01:54:18] Sue Bryce | She's a superstar. Look at her trajectory. Hear those words, those adjectives, a juggernaut, a superstar, her trajectory. She was moving, and we were following her watching her move. And that was it.

[01:54:32] Sue Bryce | I was like, you guys watched me evolve. You watched me take the steps. You watched me get stuck. You watch me step again, and I'm gonna keep stepping because if I don't, you won't follow me. So it's not what you give.

[01:54:46] Sue Bryce | It's not how pretty you are. It's not how polished you are. It's not how good your office space is or your studio space or your product or the price you spend or the clothes you wear or the cars you drive. It's not anything to do with that. It's to do with your authenticity and your evolution.

[01:55:03] Sue Bryce | And the more you evolve as a business and money and a creativity and a creator and an artist, the more people I captivated because you know what? I want what she's got. I want what she's having. I want that life, that confidence, that experience, that income. And so to me, I was like, wow, I spent all of this time hiding in my business and then trying to look good enough in my business instead of authentically evolving myself.

[01:55:30] Sue Bryce | And the best part is every single freaking lesson I've taught you, I learned myself in real time. I learned it. I did it. I lived it. So that's the secret.

[01:55:46] Sue Bryce | Stop trying to be more physically. Stop trying to be, like, more perfect. Stop trying to think if I had this, I would be perfect. It's not perfection. It's not what you're looking for.

[01:55:57] Sue Bryce | People are not looking for perfection. Okay. It's an energy and that energy of evolution is momentum and its power and it is so attractive that energy because I wanna be around people who are juggernauts Because if you're not juggernaut ing, you're probably dragging me down, and I don't wanna be around people that are nay saying, gossiping, venting, practicing their problems all the time. I wanna be around people that are actively walking towards what they want. So you just wake up one day and you just decide this thing, and am I good enough to do this?

[01:56:41] Sue Bryce | Yes, I am. I believe I am. What is it that I authentically want? Is that the truth of who I am authentically? And is it gonna help me evolve to the next level?

[01:56:52] Sue Bryce | I feel like no matter what you asked me about money, I learned that lesson, and I can tell you how I learned it. Whatever you asked me about confidence, I learned each lesson, and I'm like, so you've gotta decide to start walking towards all of this without that confidence and just knowing that this is what I want every single day, and then I'm gonna connect to it. And create the energy around it and elevate yourself within that brand. Nobody else is gonna do it. Nobody.

[01:57:17] Sue Bryce | Yeah. Alright. Let's wrap it up. Thank you. Thank you.

[01:57:24] Sue Bryce | Thank you. I'm not thanking you.

==== End of Transcript: Personal Brand Coaching Week 8 ====
